HCHO Reading,Current Date,Next Date,Location
0.0002625522171968,2019-01-02,2019-01-03,Colombo Proper
9.852118897938794e-05,2019-01-03,2019-01-04,Colombo Proper
0.0002099320518114,2019-01-04,2019-01-05,Colombo Proper
0.0001785337298892,2019-01-05,2019-01-06,Colombo Proper
0.0001082296700235,2019-01-06,2019-01-07,Colombo Proper
0.0003926829280477,2019-01-07,2019-01-08,Colombo Proper
9.153156350685353e-05,2019-01-08,2019-01-09,Colombo Proper
0.0001205978992853,2019-01-09,2019-01-10,Colombo Proper
0.0001297723562983,2019-01-10,2019-01-11,Colombo Proper
0.0002239188166801,2019-01-11,2019-01-12,Colombo Proper
0.0001569418094178,2019-01-12,2019-01-13,Colombo Proper
0.0001656880665275,2019-01-13,2019-01-14,Colombo Proper
0.0001336291906862,2019-01-14,2019-01-15,Colombo Proper
6.374417842690063e-05,2019-01-15,2019-01-16,Colombo Proper
0.0001181062250815,2019-01-16,2019-01-17,Colombo Proper
0.0002472555222423,2019-01-17,2019-01-18,Colombo Proper
3.667525352047757e-05,2019-01-18,2019-01-19,Colombo Proper
0.000405750086815,2019-01-19,2019-01-20,Colombo Proper
0.0001687856216479,2019-01-20,2019-01-21,Colombo Proper
0.0003881549328739,2019-01-21,2019-01-22,Colombo Proper
0.0003282922940445,2019-01-22,2019-01-23,Colombo Proper
0.0002147798144691,2019-01-23,2019-01-24,Colombo Proper
0.000234724519641,2019-01-24,2019-01-25,Colombo Proper
0.0002820915300341,2019-01-25,2019-01-26,Colombo Proper
0.0002507263493088,2019-01-26,2019-01-27,Colombo Proper
0.0001973288435314,2019-01-27,2019-01-28,Colombo Proper
0.0002555121674807,2019-01-28,2019-01-29,Colombo Proper
0.0001654943741125,2019-01-29,2019-01-30,Colombo Proper
0.000171363573601,2019-01-30,2019-01-31,Colombo Proper
0.0001523802119023,2019-01-31,2019-02-01,Colombo Proper
0.0003537610010169,2019-02-01,2019-02-02,Colombo Proper
0.0002755728995643,2019-02-02,2019-02-03,Colombo Proper
0.0002318846498078,2019-02-03,2019-02-04,Colombo Proper
0.0001654217394568,2019-02-04,2019-02-05,Colombo Proper
0.0003618487680796,2019-02-05,2019-02-06,Colombo Proper
0.0003430663631539,2019-02-06,2019-02-07,Colombo Proper
0.0002123314538243,2019-02-07,2019-02-08,Colombo Proper
0.0001679798012516,2019-02-08,2019-02-09,Colombo Proper
0.0003816050368887,2019-02-09,2019-02-10,Colombo Proper
0.0002650819171274,2019-02-10,2019-02-11,Colombo Proper
0.0001981789630254,2019-02-11,2019-02-12,Colombo Proper
5.8587178500602015e-05,2019-02-12,2019-02-13,Colombo Proper
0.0002542805951476,2019-02-13,2019-02-14,Colombo Proper
0.0001653006816974,2019-02-14,2019-02-15,Colombo Proper
0.0002239912172577,2019-02-15,2019-02-16,Colombo Proper
0.0002091493159849,2019-02-16,2019-02-17,Colombo Proper
0.0001262731392288,2019-02-17,2019-02-18,Colombo Proper
0.0002255146318446,2019-02-18,2019-02-19,Colombo Proper
0.0003180786698506,2019-02-19,2019-02-20,Colombo Proper
