HCHO Reading,Current Date,Next Date,Location
8.829725542537962e-05,2019-01-01,2019-01-02,Kurunegala Proper
0.0001370787402778,2019-01-02,2019-01-03,Kurunegala Proper
0.0001480085027113,2019-01-03,2019-01-04,Kurunegala Proper
-2.046379059735541e-06,2019-01-04,2019-01-05,Kurunegala Proper
0.0002489134742856,2019-01-05,2019-01-06,Kurunegala Proper
0.0001015583300177,2019-01-06,2019-01-07,Kurunegala Proper
0.000191905666819,2019-01-07,2019-01-08,Kurunegala Proper
0.0001215500456138,2019-01-08,2019-01-09,Kurunegala Proper
9.741700467262771e-05,2019-01-09,2019-01-10,Kurunegala Proper
0.0001130342628012,2019-01-10,2019-01-11,Kurunegala Proper
7.047632943988818e-05,2019-01-11,2019-01-12,Kurunegala Proper
0.0001691712548577,2019-01-12,2019-01-13,Kurunegala Proper
0.00014533229462533888,2019-01-13,2019-01-14,Kurunegala Proper
0.0001453197440366606,2019-01-14,2019-01-15,Kurunegala Proper
8.792493954777681e-05,2019-01-15,2019-01-16,Kurunegala Proper
6.834336052834083e-05,2019-01-16,2019-01-17,Kurunegala Proper
0.0001380624797849,2019-01-17,2019-01-18,Kurunegala Proper
0.0001738223309452,2019-01-18,2019-01-19,Kurunegala Proper
0.0004428761270622,2019-01-19,2019-01-20,Kurunegala Proper
9.75617828184706e-05,2019-01-20,2019-01-21,Kurunegala Proper
0.0001959789194475,2019-01-21,2019-01-22,Kurunegala Proper
0.0002374446632005,2019-01-22,2019-01-23,Kurunegala Proper
0.0001623734482581,2019-01-23,2019-01-24,Kurunegala Proper
0.0003623356418718,2019-01-24,2019-01-25,Kurunegala Proper
0.0001278521652785,2019-01-25,2019-01-26,Kurunegala Proper
0.0001660436439104,2019-01-26,2019-01-27,Kurunegala Proper
0.0001499965666254,2019-01-27,2019-01-28,Kurunegala Proper
0.0001080499254242,2019-01-28,2019-01-29,Kurunegala Proper
0.0001158141900096,2019-01-29,2019-01-30,Kurunegala Proper
0.0001113523173507,2019-01-30,2019-01-31,Kurunegala Proper
2.449285979142846e-05,2019-01-31,2019-02-01,Kurunegala Proper
0.0001926267275908,2019-02-01,2019-02-02,Kurunegala Proper
4.824408500716178e-05,2019-02-02,2019-02-03,Kurunegala Proper
-3.666930620912048e-05,2019-02-03,2019-02-04,Kurunegala Proper
0.000145056181674417,2019-02-04,2019-02-05,Kurunegala Proper
0.00014504363108573876,2019-02-05,2019-02-06,Kurunegala Proper
0.0001913403998944,2019-02-06,2019-02-07,Kurunegala Proper
0.0002947662047032,2019-02-07,2019-02-08,Kurunegala Proper
0.0002970068599097,2019-02-08,2019-02-09,Kurunegala Proper
0.0001449934287310257,2019-02-09,2019-02-10,Kurunegala Proper
7.523556172334847e-05,2019-02-10,2019-02-11,Kurunegala Proper
0.0001297080667525,2019-02-11,2019-02-12,Kurunegala Proper
6.270259499786078e-05,2019-02-12,2019-02-13,Kurunegala Proper
8.990000185560485e-05,2019-02-13,2019-02-14,Kurunegala Proper
7.931416535107657e-05,2019-02-14,2019-02-15,Kurunegala Proper
6.0740207710781725e-05,2019-02-15,2019-02-16,Kurunegala Proper
0.0001449055746102778,2019-02-16,2019-02-17,Kurunegala Proper
0.0001501712095351,2019-02-17,2019-02-18,Kurunegala Proper
0.0002017258506288,2019-02-18,2019-02-19,Kurunegala Proper
0.0002586245505792,2019-02-19,2019-02-20,Kurunegala Proper
8.79509593267587e-05,2019-02-20,2019-02-21,Kurunegala Proper
0.0001464546481548,2019-02-21,2019-02-22,Kurunegala Proper
0.0001375125401253,2019-02-22,2019-02-23,Kurunegala Proper
0.000407827673794,2019-02-23,2019-02-24,Kurunegala Proper
0.0002361983539606,2019-02-24,2019-02-25,Kurunegala Proper
8.145316466296842e-05,2019-02-25,2019-02-26,Kurunegala Proper
0.0001796735993672,2019-02-26,2019-02-27,Kurunegala Proper
0.0002322736580558,2019-02-27,2019-02-28,Kurunegala Proper
0.00014475496754613862,2019-02-28,2019-03-01,Kurunegala Proper
0.00014474241695746037,2019-03-01,2019-03-02,Kurunegala Proper
0.0002262031094414,2019-03-02,2019-03-03,Kurunegala Proper
0.0001259866889363,2019-03-03,2019-03-04,Kurunegala Proper
0.0001714544313468,2019-03-04,2019-03-05,Kurunegala Proper
0.0001342028527037,2019-03-05,2019-03-06,Kurunegala Proper
0.0001580027758568,2019-03-06,2019-03-07,Kurunegala Proper
