"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-14","0.00","86","96","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-15","0.00","90","98","71"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-17","0.33","84",,"75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-18","0.00","86","96","75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-19","0.00","88","99","72"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-20","0.00","87","99","73"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-21","0.00","84",,"75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-24","0.00","88","99","73"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-25","0.00","87","100","71"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-26","0.00","83",,"69"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-27","0.00","87","99","72"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-03-31","0.00","88","101","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-01","0.00","90","99","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-02","0.00","90","98","72"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-03","0.00","87","99","72"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-04","0.00","88",,"74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-05","0.00","91","98","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-07","0.00","87","98","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-08","0.19","86",,"76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-09","0.00","87",,"76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-10","0.51","89","99","75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-11","0.06","86","95","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-12","0.55","92","99","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-13","0.14","90","97","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-14","0.01","87","97","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-15","0.00","85","96","75"
